iso_id,total_population,weighted_income
1ad5594b-775f-4750-bc8d-b4d0b820533a_8min,134459.0,95334.37323645125
1af9e871-ff9b-4bc8-b580-e3ec825aae46_8min,197641.0,111650.70865862853
1b0f259b-1500-4f83-85bf-21a22f0913b4_8min,132045.0,152807.2166534136
1b123a17-659a-4c85-9d2b-e009f1627c13_8min,109402.0,143074.13014387304
1b74e44b-7b3d-4627-9f63-e4b59105996d_8min,123140.0,131720.125125873
1b912086-38c0-4d3a-b49f-36ab695aaaaa_8min,138988.0,104046.97385385788
1b9deb0b-5e65-4317-a256-3c92c72ca8dd_8min,108772.0,114625.48273452726
1be0cdb8-203a-4803-acb6-45b99cba48ec_8min,61362.0,162468.259052834
1be81cc1-ec69-40b9-82ce-2bc9faaac889_8min,117381.0,113930.01467869586
1bf6dd42-421b-4c56-a0d4-2073e95faecf_8min,76220.0,135452.8972185778
1c48a405-5540-4b0b-8983-e7f029b3abed_8min,96517.0,83895.77390511516
1c7c5751-3827-4ab2-9815-b18c965d566b_8min,116614.0,182231.52374500487
1c8b93b1-3615-4d9d-89f6-b85a6da33e5c_8min,205761.0,75211.2292805731
1cd3b33f-2c3e-452e-a1ad-17ca97962eea_8min,101598.0,183337.93580582296
1ce9fa59-f94c-4d7d-b65e-8de27e89cc13_8min,111405.0,131172.17752345046
1d0a9239-0404-42aa-8af4-f53c42cce00f_8min,88329.0,88979.01102695604
1d1006f9-2d25-4647-ba84-e550711904c7_8min,174255.0,201192.06329804022
1d152e35-6ace-42b7-8bbd-e69a846cdf97_8min,101849.0,105776.00363282899
1d3abf72-5fc4-414b-857b-a2f536912379_8min,94491.0,113695.18715009895
1d4bbb66-bd45-4f4c-9daa-b9a1a689e949_8min,91754.0,136070.7444798047
1d4fc763-f8fd-4c68-b8c1-029d8076e811_8min,165209.0,102625.4223377661
1d5206e7-6643-4e9b-b488-655814127b6e_8min,203092.0,70732.00492387687
1d7ccace-f3a9-4921-bc8e-2fcc302b49a7_8min,118561.0,129271.24654819038
1d82b5c1-7b0b-4236-93b7-f78bc41ab9f2_8min,72169.0,79641.17592040903
1dbcfa51-5f6f-41a8-855c-c13223bc2acc_8min,108128.0,98127.48058782185
1dd3133b-f0d3-491e-b8cb-5f50bb379249_8min,69666.0,124054.25716992507
1dd50fe4-96c3-4f12-bd36-e30218ec25ef_8min,69870.0,63320.38159438958
1e5d32e9-e615-4b83-8df3-393c1123b632_8min,46227.0,141750.42215588293
1eaedcf3-cde9-4406-8374-dc17f71fc11a_8min,103269.0,126102.22126678868
1eb77075-05e8-4e38-bd30-66fcd70383fe_8min,105641.0,69110.12087163128
1ecf3328-2df6-4395-a389-ece010ade7fe_8min,99180.0,191254.2061302682
1eefbfea-65b4-4923-8fb1-057b56a88bd3_8min,65717.0,114709.46668289788
1f0f0ac6-2ad3-4fb1-b3a5-93d5b3cd986e_8min,26605.0,70686.3589174967
1f6f9184-8ece-46c4-91ab-b82c3ec08a3c_8min,164954.0,76980.51604689793
1f7ebc89-5e78-4eb4-9aec-748c161957ec_8min,149295.0,101340.15636156603
1faa178b-732b-4b4e-a2c1-9a20e90d5a06_8min,49416.0,107677.0779909341
1fc0bc00-316d-444a-a8cc-ef1a54c5ee83_8min,106948.0,99668.73482440064
1fd067d7-4885-4ac3-b3a0-c967fe7d2a2e_8min,18840.0,115218.53237791933
1fddb042-1a4a-4c7f-b8f9-b2804ded02a2_8min,107550.0,141539.43631799164
1ff3b38b-cd4f-47bb-88d6-d8334703305a_8min,75850.0,90655.21688859591
1fff2c97-d2be-4024-86e9-ad8ee366cc72_8min,78600.0,96645.51507633588
200baa72-a6b9-4bf4-96bb-db96a1e9933e_8min,90497.0,125219.21514525343
2025027e-8a6d-4f75-bf84-70f34cb12ca1_8min,166100.0,115615.64453943407
2048f249-8fdb-41b3-9385-8f7f4c97841f_8min,110055.0,115069.13107082823
205b961c-6b34-44db-b33f-ecdc02b5f962_8min,171705.0,121993.80514836493
20640046-f8b0-4f90-b92b-cf57433cce60_8min,43414.0,85124.8842539273
20950e79-6177-49cb-ba4e-04f492428bdd_8min,218531.0,174412.8242583432
20f57073-50af-4d9e-b06f-2a4fc1ba4fec_8min,94162.0,110958.73679403581
2113fd6c-7dc5-4ee1-8977-b057b5e0b246_8min,193165.0,97287.7777185308
2118a86b-cfcd-4798-a1c6-013cdb7decf1_8min,116263.0,61092.936015757376
211f3150-3127-4467-a41c-1eb4c38e4690_8min,131717.0,82497.12042485025
213c0dfe-acbb-4bb2-a42a-e0d5189d26c1_8min,167547.0,75105.30452350684
2145a76b-b7e7-4656-9c7c-41ebca067bc4_8min,75742.0,160784.0268147131
21615546-7a5d-4edd-ae7c-9600abee51b5_8min,54951.0,58473.06152754272
216976bf-d7ac-4346-827c-ff770c19e6eb_8min,74384.0,135951.38516347602
219ff803-fc75-4484-a566-907a29d05560_8min,83352.0,206178.3454146271
22d829d2-c4e9-41fe-b394-9e5f341b498b_8min,230074.0,92144.94431356867
22e8654e-6146-49c5-9006-5e9ab3e9477d_8min,233740.0,149186.47725250278
22ed85f9-0ed4-4b63-a17c-9325df179eeb_8min,181875.0,98794.25810034365
2343d83b-1d74-4ed7-bec0-39402963b9dc_8min,63873.0,62127.529237706076
235057ba-443b-4a26-98f0-eb147c91cba0_8min,71356.0,97263.97136891082
23687b51-a3e5-4da0-8404-c8962998619a_8min,112872.0,105994.91787157134
23b5fa60-f6a3-415f-a65e-0cb5c076da79_8min,154429.0,93345.46720499388
23c12aaa-c062-4f93-912c-a260834cbd3f_8min,84338.0,174187.99569589033
2403bee6-d285-468a-87e3-52a7239dbf06_8min,223513.0,107023.28409085824
240e47ad-6f16-49c6-9642-5af6833375ac_8min,71129.0,88767.28185409607
242b6ccb-f78f-4152-aaa3-3b1e6c0033e6_8min,109846.0,101911.3250186625
24dd64b4-2614-44fb-a1d9-3c82901d4e54_8min,162403.0,120792.84314329168
25242112-57d6-47d5-98ee-babee8a6fc55_8min,128394.0,101900.46092496534
253ee5b8-38e2-4b3a-bcfc-ba111042e7ab_8min,134442.0,62721.194805194806
254e22ce-6c1b-4c07-b8e1-7d48ded754d7_8min,75784.0,165898.1906602977
255320d3-94a6-4b72-8b2c-1095700e048f_8min,105582.0,147885.80921937453
259ac27f-0e75-45ef-a64d-a39ba588af8f_8min,150779.0,52614.78721837922
261d17b9-6429-4a93-981f-978814d65115_8min,57229.0,86674.70670464275
264f4064-e2fb-4e5e-bf9a-16c545ecd116_8min,68389.0,76735.22567956835
26763ae6-6b4f-49d6-aacf-3a1785ab9598_8min,135647.0,90192.80862090574
26d4e014-27fa-47d9-be54-40f3c82c2633_8min,133968.0,107425.88818971695
26e857aa-d5e2-45bf-a8d4-fb717eb8a833_8min,108460.0,125605.8539184953
26feff69-fb16-4792-b6f7-f24a3816419b_8min,239844.0,129594.66812177916
27350688-c9ea-41b5-af5d-12fcb4b6f240_8min,143602.0,93976.99371178674
27793b48-dd34-4e7d-9a66-3ce55c9b553f_8min,78465.0,97770.63841203084
27d768a1-b2c6-443a-8bbe-92c33771ce07_8min,187114.0,95885.93454257832
27e31d11-e5b4-4270-b27c-69e68c04ccce_8min,165413.0,96692.13951745025
281104c8-3948-4583-a998-e87439c3b2f5_8min,75612.0,155094.2678146326
28689686-0842-418f-978b-dbc1bed88f5e_8min,42539.0,62576.1426455723
287386af-6673-489d-8ca2-73018e2c8abc_8min,175850.0,115735.4785157805
2890f72e-b3e4-45b7-b954-77677463f7ba_8min,109923.0,54903.14160821666
28ee5c24-854a-4777-bb53-42a0d919ae25_8min,116211.0,51973.005292097994
28f91413-9af6-4361-9d71-db5070465a64_8min,117510.0,116511.30512296826
29357110-6157-4a16-a4fe-6686ab65bb0f_8min,59668.0,159054.25092176712
295befad-e471-432d-b381-31a6d55ed80e_8min,103756.0,94511.87250857781
296881bb-6347-4815-b246-329b637fd0da_8min,116017.0,56175.97534844031
29ab7295-a2fd-44f5-89c8-108aaa677e9b_8min,117769.0,103380.95970077015
29d6c049-bbb5-42d1-8068-020f1a051122_8min,81764.0,107855.00607846974
2a2e3ed7-1279-46ed-986f-717614af385a_8min,136220.0,127654.86799295258
2a5a5bc7-ea4a-4a2a-b166-56ce5e6ee7e2_8min,81274.0,116037.66534192977
2a67f1b9-cdbc-49bd-b1d8-6e2a37051a9c_8min,101750.0,94763.59773955774
2a6c3f24-9d94-4a86-a92b-50690818857c_8min,150821.0,73958.12349739094
2a792b14-cd1d-4d53-9ba6-65e66e8b049e_8min,173819.0,102637.56484619058
2a8c532d-8794-42fd-ba3a-247175fd985f_8min,70459.0,120273.67427865851
2ae9d9fd-9fb7-4041-90f3-2800a30e8618_8min,196612.0,92376.05405570361
2aee062b-ad33-44f6-a8a3-ec98408a8df2_8min,116780.0,115802.10249186505
2aefec86-27f1-47ec-bc94-7fb586956871_8min,138601.0,96287.72372493705
2b06e706-80e1-47ea-a1d8-ccc42dba8a46_8min,175802.0,192058.3456104026
2b0a000f-d8e7-4130-9280-047187c61684_8min,58676.0,82998.73854727657
2b3644b4-fde2-4d6b-90ff-7db2d3fda62f_8min,243606.0,86986.09115128528
2b3c4728-911f-4dc8-b914-69067b0b9e7f_8min,72516.0,86194.55609796458
2b4f8fe9-93f5-4190-bf62-db2575a69263_8min,94428.0,173361.42018257297
2ba85c04-db4a-454d-bff9-daeb93d96154_8min,55136.0,130424.22239553105
2becd7f9-2d32-44e8-9a88-3d39e0df3b63_8min,100256.0,126802.91803981806
2c4c04d1-cf4d-49cb-a4f0-0ee492a815ee_8min,71893.0,102953.51454244502
2d183eb4-12b7-4a76-89da-58979d808982_8min,146948.0,57815.04946647794
2d29586b-62bb-4098-bd91-e17d17e5aac0_8min,73225.0,119916.42581085695
2d61a874-3ca5-4c5e-bda2-d7ee88d0a6f0_8min,118700.0,106130.86465880371
2d67f6a6-3fd5-4c5a-a1fc-41d7cf6d485d_8min,90975.0,89197.66077493817
2df1c5a2-a73d-43ea-95ce-500d18b5d584_8min,70984.0,100060.87898681393
2e43cfaa-7ae6-4eb9-be35-e09f15c576a2_8min,61330.0,58495.38713517039
2e844732-1f98-48ab-9f40-e6bec322d3f1_8min,121722.0,82009.63719787713
2eb79fa5-3370-4ec1-af11-5909b6bd72d5_8min,85012.0,122151.40650731661
2ef00ad3-afd0-4b17-afd2-c670f1bb68eb_8min,111841.0,116393.00887867597
2ef9aca7-8deb-471b-8066-e044fc86e2d9_8min,99870.0,95079.5894062281
2f06c3ac-3d69-42b5-b10f-80659cfe934c_8min,125550.0,97718.74867383513
2f5f7a8f-3eb2-4b87-832c-db73a6991b09_8min,86198.0,95615.04370171002
2fa5d86b-06f3-4422-901b-90ee74aab54c_8min,129682.0,185502.85668789808
2fac59ee-1ed8-4e19-984c-2177853aaf08_8min,93459.0,84302.67713114842
2fafc95b-a5de-48f4-ac37-fb054fbdf84a_8min,115582.0,134956.36365524045
2fcdef47-34df-483b-b921-cd2b830da8f0_8min,245729.0,127986.03560833275
2ffdf311-bd3e-48c7-aabc-634856fefabb_8min,64771.0,76711.09053434407
3021be5c-a7b9-4a1d-bec7-43f5f9e5f5b0_8min,53695.0,116195.45523791786
31196000-7f87-41e6-be5a-080add5a4f20_8min,178262.0,63679.008403361346
31369e2f-40f6-44c0-aabb-6afb9293381c_8min,105220.0,113939.47447253374
313f179b-306b-4180-9c50-f4ffb2c7be7a_8min,205741.0,85128.96293884059
314d50dd-5bba-4299-a108-4dd410a933ef_8min,115845.0,94530.4595105529
31558489-b876-47ad-8871-561fbda4f499_8min,92174.0,93227.86191333782
31931b55-880b-43e0-88e9-6ffeea446876_8min,87970.0,79990.19877230874
319332e0-c88b-4f17-a258-2831df6d10f1_8min,142459.0,103331.22216216596
31a7840f-96e2-4ed0-9fc8-8879652fd5b6_8min,147596.0,100290.29190492968
31b37289-5894-451d-9685-9c4151f4ce46_8min,109387.0,119707.09398740252
31ba57c7-085d-4654-a36e-a77eb40a3db4_8min,55540.0,101058.01994958588
31c1ef3b-75ab-4d0c-ab03-94e06bce6937_8min,48615.0,105089.58553944256
3219688d-ecab-40f0-b7d1-29ca38428601_8min,242652.0,93808.02663897269
321b9ab8-c506-11e7-985e-0648b611ac08_8min,94358.0,118293.13247419403
33329627-b582-42d6-8caa-fb401c29fda9_8min,85832.0,133424.44236415322
334aaa97-fead-4ac6-93de-07c2a016375c_8min,146710.0,115920.62261604526
33558c21-cc77-4b12-a455-9d609d9bb8d9_8min,134463.0,139984.21257148805
336ebbcb-3fba-4e58-9753-329c4f63c6d0_8min,87712.0,76853.65503009851
33a99912-2764-4bce-ba26-d9e04da71a0c_8min,184460.0,149711.9627561531
33b12a3e-bbf8-44c7-8fd6-14cc86a0489c_8min,209469.0,149085.5960261423
33ba3f28-7ace-4b0a-8af4-091f89c01136_8min,153687.0,71619.0913284793
34fc8738-eabe-41dd-98ee-8a27f3696bc1_8min,63129.0,92047.25899348952
353b38a3-9648-48c9-a721-a779ae89205e_8min,113700.0,165438.66010554088
353c48eb-18cc-490e-afff-62f0ddd71f0d_8min,152721.0,109060.62709123173
35d46697-d89a-4433-a5ce-f41716d37bdb_8min,105409.0,66624.59826959747
35dabff1-aeb2-4d87-99c4-5d799bf6aa73_8min,122844.0,137497.0166634105
3631646e-8e52-4761-9da4-f47be5a23586_8min,70750.0,116496.52378798586
366a36c7-c042-4dd1-b9d1-7cae0ccb1aae_8min,122195.0,130327.7851957936
367109e7-7bc1-4295-b972-8f1e1af49922_8min,90058.0,87495.32443536387
36992807-3d73-4d4d-9d53-bb9e4f1ee681_8min,113509.0,92737.18306037407
369ddbc3-1093-4de1-a4ac-e26ad33d6ade_8min,101296.0,80679.7144704628
36b825d3-dd35-4f1f-ac91-e2a7fd9a0c62_8min,94220.0,133310.5968265761
37760397-754a-4a50-81ca-87b63bc0fae8_8min,88022.0,127569.07416327736
37f59c09-519c-4416-ad47-4cabb3840929_8min,119237.0,89923.64389409327
380270fb-03c8-4b38-89f7-240f749ed431_8min,163603.0,203480.2727333851
3820e690-4c04-422b-8873-561d1b567b6f_8min,71760.0,121912.72479096989
38564330-a46e-4142-9e78-4b5674f9b6ea_8min,76534.0,91826.8115608749
3860c95f-ba5b-4093-8232-f0e5de8fcd8c_8min,42613.0,125987.82632060639
3885872c-fb6e-4d19-8886-c5d024b7c2f9_8min,159931.0,182230.00044394145
38b8e0fd-1dc9-468b-822c-cf1065d9f817_8min,175684.0,119731.79946381002
38fc705c-b99f-4ee6-a00c-0d086fae8c50_8min,102226.0,63483.07507874709
3908b9f4-029a-4fa8-9a79-b94c2fe07e83_8min,91204.0,146324.45035305468
39a4704a-ad30-4194-b236-1d5e50e61ad7_8min,91028.0,110092.5029990772
39dd3050-eb9b-4427-9daf-fdeb94d65b37_8min,83954.0,133589.08080615575
39f4f3dc-93cc-4690-9022-ff8c8d76f388_8min,72420.0,138234.24211543772
3a004d23-bd6f-4533-aedf-177fa3e4500b_8min,79568.0,150574.79890156846
3a0f599e-0394-47b3-8b1b-90799342f8c6_8min,9674.0,187603.17800289436
3a727d50-8eb5-4755-978d-c350f7b7a608_8min,179813.0,94767.59351103647
3ab6007a-7831-481f-a9ec-f1c0f3902746_8min,54430.0,157305.53000183724
3b13ce47-ffa5-416a-abcd-474b58fe64b7_8min,133204.0,101435.77385814239
3b36306d-4181-489c-898b-d61e0d21666a_8min,3.0,0.0
3b77120f-da97-4a4e-b744-bd4835b03df9_8min,87465.0,108811.88769221974
3b8002cc-597e-4d02-84bf-470606426bb0_8min,104054.0,109645.0941914775
3c3a778c-cb13-44b0-b179-741ba6b381e6_8min,122737.0,121733.68200298198
3c3d39dc-49c4-4693-8487-a8abf5c62451_8min,89958.0,153091.98326997043
