iso_id,total_population,weighted_income
3c6f38ed-fbca-47ee-8e72-8f01560de59f_8min,84925.0,94025.07602001766
3c7beb0e-9475-4fc6-9e9f-2c03f507470c_8min,109199.0,122481.69381587743
3cf9537d-73ff-4add-a9e2-d3a1a018dee1_8min,125214.0,80474.16883894772
3d37774c-c3ab-45dc-9924-d8cce546ad04_8min,107556.0,176315.04222916433
3dc58384-e45c-4efd-a7b6-6c3e5032bc9e_8min,262922.0,146435.74663968783
3dcbfa34-b034-420f-982d-0b754892db68_8min,125788.0,166571.38856647693
3e994e70-259f-4e01-adc3-26a428cbf30c_8min,254934.0,107664.41902610088
3eeb05c9-1ab6-47a2-8ed1-5dc2953134ad_8min,132636.0,82917.22003830031
3f3f8d18-3c6c-4738-8d72-8c21a75d7bad_8min,32775.0,80471.58004576659
3f51a62f-4b10-4eee-bf98-a8f59a2b8e11_8min,67720.0,127582.83598641465
3faf5e12-327c-42e6-adb7-1363b57c4d04_8min,129243.0,95552.17598632035
3fbcf6a0-0b25-4f0c-9429-0dac66d4d3b0_8min,145227.0,106055.72965770827
3fde1e61-7e98-4ba0-894a-d461f17a74ae_8min,170401.0,90581.08973538887
3ff5810c-0e9c-45a4-9b89-d1d643fc1653_8min,132129.0,134115.85433931992
402988a9-0482-4169-a137-755d1090bf67_8min,120496.0,80449.58468330899
403b04a0-19b2-4625-8776-c23b112b0c83_8min,121998.0,123603.57307496844
4042d80c-dcf6-4055-9b3e-4b29a27cb8d0_8min,67579.0,100188.7469332189
40c21565-ddb6-43fc-870c-aec1dcabb138_8min,133638.0,81081.76520899744
40e49f3e-a676-4339-80a8-b8f2562a29a7_8min,189751.0,145782.0644476182
413f44a1-db69-4362-a86a-f857de04ba96_8min,61963.0,179981.592079144
414223ea-2fc8-410b-8e9a-3aaa2617b134_8min,45128.0,164916.48127548306
414e2240-c491-48c7-a312-4fc9f2037b29_8min,56561.0,189520.77445589716
4169661e-7c34-4c6a-95de-3e05781a9819_8min,115798.0,172467.2654622705
41a605c4-7b2a-4f02-a5b2-ec45a69c3aab_8min,63302.0,105103.26376733753
41ac866b-a073-4f18-a366-c8ce1a205243_8min,114867.0,211728.28400672082
41cf1ca8-97a8-4ed7-ba80-f0e0350c1e8b_8min,129067.0,114263.34909000751
41d7bd23-2f7b-41fc-8217-8f37214b7e3e_8min,152111.0,128380.54293903794
42071a66-054f-4653-af04-3b2b330f0b98_8min,138706.0,113375.21087047424
4210cd9f-cbef-49f6-b501-7f24ad4d2c24_8min,90936.0,141052.49157649337
427413e8-326d-4d89-b186-cadbf33937d4_8min,58571.0,98340.63659490191
42bb824b-5bf2-4cc2-b3ce-96dace482e9d_8min,146643.0,86429.12447917732
42d11a97-4c55-4a6f-ac9f-f74e939ef78a_8min,245470.0,107950.62207194362
431de988-1bd5-4306-8575-19f15d370854_8min,160559.0,109587.2658399716
433944d0-dcf5-4726-af90-fb72d15254c6_8min,96501.0,130589.5999523321
43c1c2b5-524f-4856-9e8c-a56502166a7a_8min,180566.0,125797.88341659006
441813f9-d2b4-4e4d-aa67-101d9e8d87a3_8min,105775.0,85396.73799101867
443aff38-fabe-48d1-b270-49e84f877df4_8min,181244.0,156254.83724150868
44564f1d-d66b-4158-bf5f-b938354d9cda_8min,141844.0,98169.61081892783
448f5f7b-0255-4331-bb5c-89d1a3134b7d_8min,88731.0,152139.23047187566
4497f518-954c-449f-bff8-311219c70aad_8min,121807.0,189033.11439408245
44cc3ce2-f6e5-4393-83c1-9b0bd984c94a_8min,73679.0,141419.300574112
451a5dfb-8ade-454f-81a7-973da6e55b95_8min,134575.0,96471.8710384544
4542824d-0569-440d-904f-bf6ec7d46935_8min,75328.0,110116.46568341121
457744f2-a22c-4130-af71-302dc89f9cef_8min,296180.0,103709.95027685867
45c683c7-0720-4fb7-a576-c6d2e66d8472_8min,73191.0,87042.48802448389
45faccbc-24d7-4ed5-b8d2-6aaf94cdbb5c_8min,66518.0,161353.85363360294
45fc3d57-4d7e-4ce5-ae10-da0552989ece_8min,206217.0,117906.94431593904
461954c4-71c9-4e01-bea3-2a173178d687_8min,191029.0,37972.210140868665
4666d143-d76a-45e7-bf98-cdaa6f0b2afc_8min,44217.0,223490.61643711696
466d2a84-4fcc-42d0-a3b1-1d1390093a49_8min,140522.0,158319.1512361054
46aacfa2-b816-4407-9824-1980616ca434_8min,150369.0,119407.69983174723
4748cd65-6152-4cd0-9b47-5a3c6b33185e_8min,77588.0,101425.7653632005
4777fc7d-27fe-4cf8-8a10-93a23f0eaae6_8min,67841.0,113769.44555652187
47a573ef-f9ff-4160-b0b5-3c6c637d2779_8min,194446.0,103145.19093732965
47b3f7f7-92e1-47c3-8ec3-d9889002ad92_8min,74770.0,112078.77940350409
47c1af6b-5859-4654-820d-c884b27666c8_8min,63714.0,153120.05687917882
47cddc38-3edd-4162-8451-86b8ba2a66f4_8min,159182.0,120476.13852696912
47ec4a0e-fa50-4c09-9743-0f07b88cf55e_8min,86549.0,114327.66350853274
4840b200-53cf-44eb-81be-858ccd9deec5_8min,108638.0,117954.38006958891
4887751d-bc39-43c5-b522-1952565ca5ec_8min,99892.0,83187.81771313018
49268697-ab8f-46fe-964f-272d8a81eade_8min,139415.0,101271.47087472654
49272a61-26df-4abf-9e5a-aa8b7549a4b2_8min,42850.0,171971.76718786464
4949b598-2b5c-4f20-97b2-641e48b6d780_8min,131132.0,127481.99579050117
4964f430-a1b0-4161-8257-85e8d7f79471_8min,113724.0,79471.32602616862
4991cfb3-fff6-44f0-a3d0-3bdb9437bbb9_8min,35264.0,123425.198219147
49e360d1-f8ef-4091-a23f-61b321cb283c_8min,88758.0,95506.8059667861
49f2b120-9791-4626-b4b3-8d9c11cf3295_8min,71719.0,142051.88201174026
4a202265-38b2-4322-b6e0-f42f2ef4efd2_8min,103296.0,104988.91312345106
4a4e0cdd-f19f-407f-a3ac-17ec56ae02a6_8min,61981.0,79830.05558154918
4b434510-0aba-40fc-8aef-e951d35cb62e_8min,180605.0,93082.99981728081
4b955a5a-36f4-4756-8c2d-1acba2ce3172_8min,197108.0,81555.8603760375
4ba6aece-6a42-4dd0-9fb4-0d8e73300492_8min,140269.0,128392.62578331634
4c89075f-2d6b-4e3a-91f8-725621cb9dba_8min,225962.0,101362.35506412583
4ce266ad-9821-486e-a249-9c5536621103_8min,96568.0,105301.33325739375
4cf69b1c-88d4-41f9-900d-1e079cc55d28_8min,171316.0,63713.14955404049
4d752db2-7149-484e-8b5a-c9115ab46c2b_8min,111005.0,59740.96768614026
4da851eb-5fac-415a-8e68-d81218196036_8min,100609.0,162814.60191434165
4e1b23a3-8829-4542-89b4-69d8f4a8c01b_8min,171518.0,130795.53677165079
4e248ae0-edb6-4189-b7fd-b76603934092_8min,149305.0,153283.8143263789
4eb38b9e-9744-4774-a49d-2908aff25481_8min,199883.0,104614.86946363623
4ebc393d-3f00-46e1-937e-61c940485b53_8min,132401.0,75581.7058254847
4ec8bfa6-6d80-4f43-9f36-facd99f90d46_8min,95059.0,142646.8618331773
4f3ad6a4-b18a-4ec5-876b-1253504be3d5_8min,91161.0,138241.76070907514
4f4684c8-fa78-4d6a-b8ef-a19137998b3a_8min,71400.0,141479.9362464986
4f54ff0c-4364-4742-bfbb-1f45d23c2014_8min,80667.0,80349.51896066545
4f556963-6682-4315-84e5-73a602fad78f_8min,66980.0,63470.27452971036
4f653bb4-aa0b-4790-b85d-13301f289032_8min,96042.0,126567.47449032715
4fa779a9-ba82-4e02-ba7a-bf62bc09862b_8min,97990.0,149465.52884988263
4fd1c797-95d5-48d6-b516-983749c1ae29_8min,169517.0,89469.18070164054
5004a46c-bb8a-49c9-bf6e-d5bdbc4ece05_8min,69719.0,104036.55907284959
503b5682-75f3-4f0d-a2a4-eae36a1bb05d_8min,97208.0,42105.57079664225
506d039c-3b55-4e08-b8bb-2b5d13dd9953_8min,161749.0,81224.76631076545
50af3520-e89b-4e83-ab66-b83c411108c8_8min,93125.0,82174.6758442953
50c39bba-04be-4473-84c7-18034e6c7bb5_8min,181658.0,91130.97877329927
50d8ae92-c65f-4de8-a5c6-61b682415d85_8min,28420.0,77240.36418015482
50dd2e7c-4805-4784-94eb-f18a41389d8c_8min,95753.0,111676.31421469823
515860a3-f643-4ae3-9ef2-104ee78c2e93_8min,135596.0,111941.02779580519
515e7e45-3c71-4329-b4b5-71c9dc262da0_8min,95688.0,88372.26608352145
51768c59-d1e4-4850-ba34-df2254227593_8min,167461.0,80779.03077731532
519fc3ca-94f2-458a-8a43-91b3cbeb2ca0_8min,206531.0,123922.5867932659
51c0ebb7-424d-4656-ae70-ad60dc274d2b_8min,74227.0,114946.76993546823
522db9b4-48da-45f3-a472-6f5ee003c82a_8min,41423.0,62996.77295222461
523e7aae-d316-4904-9e33-ab1211034fee_8min,105823.0,168136.80546762046
52a9c976-188b-48c5-b88b-430b3d88b07f_8min,69748.0,137079.02610827552
52ac2c66-58ed-4b54-b810-db52bf7a0433_8min,159667.0,137075.30755885688
52ad909d-ac63-4bc5-8077-4f4fc920c537_8min,106868.0,77583.91003855223
52cb8f9e-fdb9-4eba-9534-d51ba1dde3cc_8min,127243.0,133510.5284219957
52ddf947-ea3a-43b9-979f-00a63cf8f73f_8min,93491.0,119753.72989913468
530b8261-0fd4-4b1a-84e2-30180a4b1826_8min,72697.0,95797.6799317716
53431445-d50c-43c6-ac29-70176d08aa8d_8min,81442.0,49368.2603693426
5378c2da-636e-42dc-80a3-58f614ef2492_8min,98761.0,68089.92464636851
537ea365-d4bc-4b5a-b634-ccc1ee62a3e9_8min,72295.0,159063.26390483437
538320e6-d0b0-4daa-afbb-b418738438c1_8min,69653.0,64684.06836747879
542edc63-b25d-44c2-8811-816171ceccb4_8min,93970.0,90060.04104501437
54315421-62f1-48f7-8a3f-dfd8a965db99_8min,144520.0,132513.26419180736
547aa7b1-a10f-4f03-9cfe-81eb68f9284f_8min,98099.0,88332.95455611168
548f4e61-1e57-44d2-b06f-b4a92c3f59f5_8min,43042.0,77267.10094791134
54903d98-8315-4eea-a011-040c8d30acf2_8min,119691.0,126356.6299638235
54adfb26-fc0b-4294-b883-b80b3e4ea3c6_8min,221770.0,127388.06870631735
54cb5a3a-bda0-4322-8302-6078473baea8_8min,90325.0,133154.78954885138
550a2b79-e2f7-47c5-8e0f-1ae1bac0bff6_8min,98949.0,180695.74682917463
5577a225-e2d6-4ddd-a067-8022a8e2c425_8min,57560.0,126428.40291869354
56344b76-bbce-4d47-8bfa-4933575a29c4_8min,222448.0,97469.81957581098
563ecbb4-05c9-4a4b-bd12-2e7cc5ed7b08_8min,115369.0,143461.89016113515
568414d7-a3bc-4a71-bfeb-11e8b87691dc_8min,64895.0,119095.6930426073
56b1f3d0-4c3e-4bf9-9a09-40a3455ef179_8min,230446.0,76217.31205575276
570bf43c-50d5-4d85-9e6f-956a023fdcc0_8min,81505.0,93465.42700447825
57395fb8-65fd-4d50-acdb-97df0060042c_8min,233889.0,84092.69869895549
576c787f-dcdb-4687-b826-6079f88e07cd_8min,97968.0,141347.7507655561
57bc8ef7-1982-4b72-8016-951c0f7809cf_8min,96970.0,63393.3925131484
5805fef2-9308-4a59-a1c9-58e3e2d6bc18_8min,222300.0,118451.30182186235
5807613b-ffa3-49f7-b39a-517a83f6b8f0_8min,43119.0,147034.71522994502
58487010-8ac3-404d-b9e0-69371fe29a3d_8min,55513.0,63965.96107218129
58852e03-8d03-4837-b24f-9b01b4216257_8min,124979.0,121557.0658190576
58afca7c-bec6-442f-b26a-bdf9ea6353f2_8min,120218.0,84820.81865444443
58ca5660-edcb-4c82-ab09-064248eb762e_8min,40771.0,50049.616541168965
58e63330-9f50-4a0f-992c-b9356e6e9bfe_8min,102105.0,107166.36384114392
5921c9b2-5519-4b1c-9770-6c0bdc36c3b3_8min,119583.0,131103.770711556
598b9ffa-6f1f-4bb3-b762-961bc51e2655_8min,120652.0,89973.04530384908
598d825f-50ea-49ac-9832-db03d962f2fd_8min,164556.0,160687.54634896328
5994bf4b-ceb7-4b70-8fd0-57d1e12a47c3_8min,175889.0,104210.66672162557
5a0a8fff-4d59-4fd4-9d2a-471ba48f3de1_8min,94693.0,77389.23965868649
5a6782bf-ca8f-4748-a1ed-d6467c1d7ab1_8min,91577.0,95292.19130349324
5aa5d8b0-34dc-415e-87f2-d5cb3fae84da_8min,116632.0,157532.907152411
5aec8cac-d5a2-462e-bb62-4dbd7edfd719_8min,149210.0,87623.40611889283
5af73738-8846-48ea-9695-2a0f896e2456_8min,64466.0,114403.79181273849
5b05fbce-ff4d-4304-a1a1-a74789ecc38f_8min,177518.0,119416.17661307586
5b2bee0d-94b5-4b7f-a4f9-8fbf9753582b_8min,119816.0,96000.13165186619
5b303696-9865-45c8-b779-475af8aa7a49_8min,86276.0,172583.15613843943
5b70d221-3c23-4f9b-8165-160e495e9ca4_8min,76047.0,185162.03734532592
5baa750a-7b1f-4880-9492-4f2969e8d0a0_8min,106381.0,130846.23050168733
5bf7bb42-6d2e-46c9-96ec-398601f9805d_8min,326733.0,136810.27110821375
5c1afbd1-8640-404c-9330-117d3a3568c4_8min,90826.0,76587.81186004008
5c6618f0-c154-4b54-82bf-709689a1f68d_8min,107963.0,66289.0318627678
5c73c1c7-1787-4764-b8fa-7d58e5f4e824_8min,72600.0,70347.46915977962
5c87e8a5-3c08-468d-aa83-e9c61933336a_8min,200050.0,112972.6680379905
5c984002-7438-4d4d-b23f-eb367af9fba3_8min,41267.0,147823.27741294497
5ca514ad-f86a-4cd7-a5ef-7cf731d9ff5e_8min,70363.0,155089.31759589558
5cafee4b-5277-4b4f-a0ec-0d1cff6446e9_8min,30022.0,107398.11478249283
5d4e57d0-f219-4c4b-99d8-c44af57d266c_8min,126198.0,175714.47228165265
5d9a5663-0e6c-4276-9303-0dd3f8733271_8min,88000.0,162884.76325
5dc87c45-50be-4871-939c-b5f70c3f9734_8min,107205.0,107764.16818245417
5dd6ca7a-226d-44b9-8120-c53727fabed2_8min,90721.0,166697.1213721189
5e21066f-e86d-4795-9cd3-3475100ccec6_8min,86151.0,114144.92869496581
5e522c9e-6f03-47a6-a7b5-90878709beab_8min,100604.0,135304.0897876824
5e56fd22-68ca-4945-bec4-0e83e2ffcbf4_8min,62684.0,167782.73127113777
5ef5a192-eadd-4316-b3e8-80b3481b14a8_8min,105180.0,138552.438277239
5f30273e-e535-4486-835c-afce6f1ba5f7_8min,86367.0,90293.17821621684
5f3b7284-e7fc-4af4-b2c6-626fd68f5051_8min,219817.0,92782.94409895503
5f9d6cf6-8588-48a4-b49b-795ea230a5e8_8min,92586.0,164148.26427321625
5fcabd38-070c-4805-9114-a7e68d4faf7a_8min,93892.0,136639.30558514036
5ff57fa1-62ed-4212-802d-1ff32a83d187_8min,168094.0,127427.29559056243
5ff9c0d1-08f9-4083-a55f-d146fad267c1_8min,181427.0,106323.92890804567
6035a583-0187-4f38-bbb5-6e2b47ca5f71_8min,86353.0,79789.18878325015
6099b2de-8a40-4e33-a6e6-b84b27611494_8min,87348.0,67949.81801529514
60d6b56d-b453-411f-a553-3fb8c5d4b847_8min,120057.0,182312.74820293693
60d743f5-00ef-47f5-9e8b-5b4463a6eea4_8min,78023.0,84406.49363649181
613aa549-36a4-4227-9dd0-88156357e1d9_8min,120276.0,112827.83695001497
6160337e-e717-43ba-a994-a354e9083d73_8min,127677.0,91914.03432098185
61b49bca-677d-4a31-b284-22f4059899de_8min,98421.0,94756.89750154947
61be117e-4d10-44d7-9866-fb8153bd5f7e_8min,63139.0,107813.59277150415
61c46480-9d43-468a-9a35-be61ca806043_8min,86751.0,83269.90117693167
61eba128-6821-4e4c-843e-1fcc4656fb81_8min,80953.0,61297.08651933838
6266ff86-5701-4e5c-9d3d-660af4cce28d_8min,129193.0,97228.62270401647
62879aed-ecb9-4146-8f8a-d0b48ee0db69_8min,104353.0,182283.5946546817
629bbbc4-b6b9-4aa4-bd42-0d9844373b08_8min,63508.0,96487.66308181647
62a9cda1-398b-4ee7-964a-d08ac0f10caf_8min,44769.0,115198.70823560946
62b855cf-8303-42b5-aff5-392cd782e67f_8min,91402.0,106391.76178858231
62d41501-8214-45f3-bc17-95f2158199c1_8min,121870.0,107509.4128825798
62e23d6b-0b63-47ac-9081-627d56d01527_8min,70248.0,122133.5212675094
630b95cb-6b60-4a93-b1ef-44d2a94618ee_8min,126131.0,72282.3041520324
630d1e0e-f1ef-48a6-8b13-d3c077268bf7_8min,90568.0,111898.1772369932
63136ab5-90c5-4012-b76a-6e15a71dbcef_8min,24376.0,133901.88923531343
63138ca8-22db-4763-a4ae-b038f522a3ba_8min,84339.0,59992.480904445154
633f7631-b3ad-480c-90d7-7f4894e3bb6a_8min,100095.0,210425.05572705928
633fde71-0e41-4640-9772-e19aeb34dd29_8min,150904.0,104930.33176721624
6343a2c3-4d24-424e-b76f-bf7c2e7b1500_8min,244042.0,151770.5114201654
63515384-4026-4bc6-83e3-c377bc757a4a_8min,86625.0,125493.06283405483
635180bd-1176-4bc7-8aef-a2a34562502b_8min,81280.0,96825.86542814961
636bc6fa-ca4f-4b4b-a3cc-4afc4b357456_8min,79242.0,65393.23505211883
6388046c-43c5-4d7c-b494-3b35b8d63cbb_8min,106212.0,141870.78707678983
6389bf42-9f51-4da7-821a-190593c20c99_8min,72231.0,68229.22104082734
63a17301-d907-4ef0-b557-faa12ea67ff0_8min,159070.0,83970.19392720186
63ba1bab-23df-4dba-a772-5e4d6ce5c021_8min,111646.0,64637.95835050069
63d348f4-5a26-4b93-94ad-f3b5cfca2ebf_8min,112425.0,43261.72117411608
63d54646-cbc1-48b1-bf52-63189ef99182_8min,195982.0,79435.54716249452
63e0a542-dcde-4cb5-82bd-179a240f03ff_8min,62214.0,61522.43064262063
63f7264e-baaa-4cc9-80f9-f2b74fb2984f_8min,154044.0,97337.00540105424
64006ccd-e58a-4d84-be79-3067212e53d9_8min,129417.0,90106.25473469483
641ffd47-92bd-44a7-8686-ad7a6ea7b432_8min,85878.0,62797.04272339831
64226f32-01da-4118-baaa-3da81143ea84_8min,146923.0,142109.8525418076
6424829c-b398-4bb8-8633-d3823db194f7_8min,66963.0,94804.44688858026
64338379-e346-4353-be36-e8546a8048f1_8min,137606.0,82741.12238565179
643b8fb3-97d8-42a3-8d74-184243651907_8min,114700.0,141649.07280732345
64497ee1-2fe3-47d1-b33f-29405e9cd78c_8min,130453.0,152330.32019961212
6483300c-4608-4009-ba63-49fc4eea10ed_8min,83162.0,109239.62295279095
64b55e3d-f167-420b-bf02-f47d799267cc_8min,239703.0,133129.82165429718
64bb37ea-56b0-421b-a2b8-3e519bb3d89c_8min,97438.0,87044.54841027115
64cfacea-9e67-4fa6-86df-fc0514840127_8min,103880.0,126207.73261455525
65313379-0852-4d46-8835-1533c02f9d64_8min,112017.0,82413.76799950008
654ad274-7378-4d0a-a7ea-393c79d51c9c_8min,106749.0,111453.76531864467
656b5449-90a3-4065-9862-4d499066bf7b_8min,68672.0,86909.90578401678
65706f1f-5851-4b30-b3b2-f65eb46df591_8min,118394.0,77983.91584877612
65726bc1-daab-4195-b661-fc59bf4430c8_8min,130207.0,152734.796777439
65bdf5fc-d064-4523-9759-1ee2dff41fc6_8min,85261.0,120238.51789211949
65d6d5e0-3972-4576-b22e-7aebcb2ef34d_8min,137587.0,98004.36735302026
65d87cc6-278e-48b7-9ef0-d0a3f95b7517_8min,89302.0,102538.61773532508
6606588f-e5e1-4bb8-a8f3-be412b471bfc_8min,123375.0,76226.01605673759
6608110a-418b-430d-b8f0-2db01ab6e3f3_8min,109042.0,88090.44300361328
6674ffc4-5672-41da-8514-ab24a84d0be8_8min,130175.0,46721.71318609564
66a812c1-2fdd-47d9-8191-3d3d58bc4ebc_8min,116182.0,129398.18436590866
66a979bc-b762-4b10-8a09-68b3a7f080b4_8min,189438.0,81953.25501747274
66ead6a2-3953-4577-9377-3769b97ffead_8min,223822.0,83102.51118746147
6703c04c-719a-40f0-b186-03d92feb8a82_8min,168976.0,90341.68549379794
6705a7e3-ae29-4af8-aace-3ffb85cd7fbb_8min,196579.0,86679.1671490851
6712b90b-d0ba-4a2e-ba83-5976e75e1107_8min,130516.0,127220.00263569217
6714efed-2cc5-446b-9d90-1692fd3e061a_8min,103553.0,66180.79540911417
6718d5d6-e5e3-4254-837e-93f1eba5ed25_8min,63450.0,58979.35186761229
67366823-4059-4651-939d-4ef8fe096f2e_8min,129880.0,109792.65084693563
673bd193-220d-4242-add1-a2fc897e7a55_8min,73951.0,87870.55331232844
6745335e-424c-4b11-bf8f-d600f13700be_8min,97659.0,123330.62712090027
676ceabe-62ed-4f13-945f-91edfb6cfdcb_8min,123658.0,114457.58863154831
67898f7a-3bb2-4b4c-99b4-f227fa6c5b54_8min,132111.0,103828.84914200938
67deaa8f-a536-43c6-9803-69f2e86cf0af_8min,145861.0,107537.61982983799
67fb3bc3-8a42-4359-8026-8774a284863c_8min,168248.0,93165.64579073749
68359147-b692-4de5-8f58-befe20e383b8_8min,109883.0,137787.72331479847
683ed6a1-3621-4df5-8419-7121c8e86509_8min,147476.0,105990.57549024926
684ee29c-8053-465c-89ce-cbc80eb132cf_8min,87423.0,91667.15435297348
68b8b4f7-2833-4e6e-bbc8-d4dfd53c1d32_8min,265939.0,63322.10204595791
68cda7fb-792e-40d9-ada3-1e932d648c2a_8min,234867.0,137062.67189089995
68eff51a-2128-4987-832a-de1f5621f11e_8min,92942.0,117809.75261991349
69143d2f-c8e1-4c1b-87dc-3df0941b2ea2_8min,158712.0,132178.8185455416
69351322-2123-4d40-b93e-4b669a02549f_8min,63305.0,79980.70206144854
698c2568-d11e-4c93-9ffb-67ea12fec705_8min,164146.0,133348.80897493695
69b259a2-3266-44d0-a330-36ac495b0574_8min,80725.0,113149.11464849798
69c35462-8bd2-4abb-9f64-195cb0a50d7d_8min,107747.0,96178.12208228535
6a4bdd16-252a-4f8a-b714-cea7f055cf30_8min,99375.0,96594.46059874214
6a68214b-62a9-449c-be8f-a6473408ba7b_8min,53297.0,197535.57222732986
6b24dbaa-bfed-4b1f-a13f-8e24cdf1bab6_8min,98123.0,193120.74867258442
6b2a6c89-1204-4b28-a631-322d67272485_8min,102088.0,125007.88927200063
6b389684-58b7-4d1a-a965-50cecbb4b8ba_8min,44428.0,41490.03241199244
6ba340fe-c50d-4315-9af6-dcafdf6e3328_8min,64791.0,130675.58628513219
6bcb2cda-702e-443f-8580-b29fb7226825_8min,116064.0,104884.41003239591
6c1b1d80-4122-4d63-b94e-a8719e2f90f5_8min,145687.0,106785.9657484882
6c48656d-2ddc-448f-b80b-d6ca94edd66f_8min,91335.0,163221.09241802158
6cb18c09-653d-492b-9f3c-79b4a6bfc7e5_8min,101985.0,97227.9620336324
6cbb812e-0d9b-4150-a557-74dd6681334a_8min,201369.0,100791.02564942965
6cdfabdf-bdf6-4edc-9463-d68b1508be8b_8min,124817.0,91892.7596080662
6d0a8259-517f-4687-8d2f-57a4bd96181f_8min,68185.0,85652.15427146733
6d360702-c6c7-4168-8f77-bf589d233cc9_8min,108885.0,90744.11667355467
6d6608dd-b781-41af-8332-bb9b9c431c86_8min,96494.0,81322.88083196883
6d95a289-e7fe-4e14-b799-4b81507c65c8_8min,116086.0,131143.20331478387
6d9e86f5-51b5-4ed8-a3ca-88acfddb83d1_8min,120918.0,104527.19600059545
6dd2f5b9-20e1-4828-abfc-1b55bf7918af_8min,134059.0,93569.76037416361
6df599fa-3851-4a22-b933-4650c0e010e2_8min,109136.0,109805.92418633631
6dfad5a0-b37b-4399-85b1-b44dd6357a3e_8min,142739.0,112199.57358535509
6e287ebf-1dda-472a-9e6f-00c2fa82f8da_8min,54999.0,63341.25860470191
6e32835e-fb7a-48ca-92d1-2d39214048bf_8min,113101.0,110716.07064482188
6e35b68d-f023-4946-a249-dab2dcb6ecdd_8min,75459.0,114357.82670059237
6e71d423-c9d9-4c7e-a38b-95c1eafaf434_8min,181772.0,79840.05174064213
6e762f48-b64b-4e77-9315-6747bed2fc0e_8min,158656.0,117636.79806625655
6e7c8992-0928-4d1a-bc38-e258976353cb_8min,245172.0,158504.46179416898
6e7f06c4-9ade-4131-9522-0b07240be954_8min,79057.0,145496.53278014596
6ea1ee9d-68f1-43e6-b317-d10bf409fb62_8min,138639.0,72196.3782773967
6ed918fb-9759-4cde-91e1-396167dce06c_8min,93422.0,99776.69924643017
6f099c50-7348-468d-96c8-a462b274996c_8min,152997.0,130910.98750955901
6f3baf5e-e4f3-43bc-b8f2-2f5ce1840a59_8min,137508.0,145451.98632079587
6f3e5de3-8d3d-4071-9fc9-72e28a16202d_8min,99208.0,122876.60848923474
6f453cbd-5657-45bb-a5e6-e9f3b7c8ec1c_8min,69109.0,120853.73372498517
6f5784aa-6446-43fc-bb34-c363d99fc0e5_8min,165372.0,114758.0456727862
6f7f9a57-2486-4364-b870-ff7966bcae40_8min,71368.0,71602.02166236969
6ffd9941-c07e-4ae0-95c8-178066369ecb_8min,53577.0,61727.72919349721
7000b09c-fb90-4391-ac0d-f5c84304cbb0_8min,82915.0,135124.22312006273
701b6a46-5ac1-4249-995e-2d8f7efc2957_8min,218662.0,74812.52486485992
701b945b-3059-48cc-a8aa-0189c6a1b491_8min,332442.0,126956.7990115569
7037d10e-a716-413b-823d-96ab41fee73e_8min,186655.0,68761.40129115213
703aecb1-d53e-4799-b5ac-d7268c14309a_8min,77283.0,137037.55859632778
7057a930-484d-471f-be64-605287ebe091_8min,106017.0,148209.69652036938
7067bdf1-7b93-46e8-91bb-955c86d76924_8min,139515.0,133876.50595276494
70e729c1-9cba-4bab-b107-a76b9d8a94ed_8min,184721.0,82652.00040060416
70e76987-ed28-4c9b-8693-788ad538ad1a_8min,71825.0,82926.01964497041
70f553f5-29b4-42d0-aeba-34735fbcc17c_8min,98840.0,102165.47209631729
70f68f70-e163-480c-a46e-d79a5bb45908_8min,165302.0,164152.13991361266
71c7fa92-a5c2-45fe-b4e2-794ef33eea8c_8min,86826.0,110461.51420081542
7204c027-c774-41e3-86f6-d1bf228e6ae8_8min,136847.0,82907.47499762509
7242135a-156a-4882-b0b8-7f83d8ed79c2_8min,82748.0,180622.99093633684
7242bd8c-778e-43a6-89b1-ebfdeef65621_8min,86656.0,71417.13068916174
724da3c8-714e-4d3d-86c1-22824f3a8718_8min,73511.0,72976.67093360178
7253b1ba-ba58-42ab-ab21-9a9ae875c1ca_8min,54830.0,90709.3478387744
7258584e-7be7-4378-996a-81e8b2917884_8min,108423.0,86246.17077557345
727e50cf-78fa-44fd-adab-9d72a6a63ef0_8min,144460.0,69373.98072822926
7297c1e4-ed61-467d-8c48-07fb95e21ff4_8min,66217.0,73541.98139450594
72e506ce-af00-461d-91a9-74b877c4161d_8min,186999.0,100461.74390237381
72e59921-7aa6-4be5-9e0a-2ae469a05342_8min,335538.0,92383.90060440249
72fe4d10-f1af-49e5-a78f-3f3ed1aac14d_8min,178491.0,128812.11890795614
7317e4f7-bf80-4180-a7c8-de290dce1c06_8min,195535.0,100176.97991663897
73b7aa51-953a-438e-b4e1-45fff7f681f8_8min,201989.0,95587.20730831877
73eef9d4-042c-4a0e-977b-05d469be9cc5_8min,162702.0,84975.44741306192
74387af9-24b6-4b36-a6fa-08a1d03854ee_8min,181749.0,96023.37254675404
74452554-0722-40a4-8662-30d173e80ba0_8min,211838.0,102341.65334831334
7445d34d-cf25-41d3-95c9-48ba999c3c21_8min,95102.0,169374.1094824504
74e6d62a-ba88-4125-9556-3229ccf2ff81_8min,140370.0,83847.2702927976
752b5152-e048-4991-a03d-ff710e101391_8min,137561.0,115865.20021663117
755549fd-8210-4142-9b74-2f5412cf2fd8_8min,280844.0,110227.49053923175
755caa68-1216-4ca9-9409-3cf624a5605e_8min,87756.0,109043.73411504626
